,Video_ID,Title,Published_Date,View_count,Like_count,Comment_count,Duration,Defintion,Caption,Month,Year,Weekday,LikeRatio,Videos_with_Mill,url
183,5PoDNZFK-5M,FIRST LOOK | McLaren 765LT: could McLaren&#39;s latest Longtail be quicker than a Senna? | Top Gear,2020-03-03,680859,15062,1219,PT6M,hd,false,3,2020,Tuesday,2.21,0,https://www.youtube.com/watch?v=5PoDNZFK-5M
184,imqH6GByr8w,"FIRST LOOK | Bentley Bacalar: the £1.5million, 200mph two-seat drop-top Conti GT | Top Gear",2020-03-03,501266,9068,908,PT5M41S,hd,false,3,2020,Tuesday,1.81,0,https://www.youtube.com/watch?v=imqH6GByr8w
185,Fw9D9BUjbHM,FIRST LOOK | BMW i4: 523bhp and a 373-mile range – is this the car to take on Tesla?,2020-03-03,1573112,17832,3019,PT6M28S,hd,false,3,2020,Tuesday,1.13,1,https://www.youtube.com/watch?v=Fw9D9BUjbHM
186,Eh0wNm2cPVY,Chris Harris on... the BMW M8 Competition | Top Gear,2020-03-02,301524,5148,591,PT5M57S,hd,false,3,2020,Monday,1.71,0,https://www.youtube.com/watch?v=Eh0wNm2cPVY
187,9Yc-FjS1ktU,PREVIEW: Chris Harris Drives Colin McRae&#39;s WRC Subaru Impreza | Top Gear: Series 28,2020-02-29,382613,8513,516,PT2M9S,hd,false,2,2020,Saturday,2.22,0,https://www.youtube.com/watch?v=9Yc-FjS1ktU
188,Nr8KdfgVgUI,MAKING OF: Sports cars at Top Speed Tuesday | Top Gear: Series 28,2020-02-25,83449,1499,93,PT4M13S,hd,false,2,2020,Tuesday,1.8,0,https://www.youtube.com/watch?v=Nr8KdfgVgUI
189,hYgQmzYdNQs,KSI vs Top Gear: AIRBAG FOOTBALL CHALLENGE | Top Gear,2020-02-23,182157,5263,310,PT3M22S,hd,false,2,2020,Sunday,2.89,0,https://www.youtube.com/watch?v=hYgQmzYdNQs
190,Om28CUu1m3I,PREVIEW: Volkswagen I.D. R vs McLaren 720s | Top Gear: Series 28,2020-02-22,2472526,31216,2741,PT2M49S,hd,false,2,2020,Saturday,1.26,1,https://www.youtube.com/watch?v=Om28CUu1m3I
191,OCto6qSjIXw,Czinger 21C: the world’s first 3D printed hypercar | Top Gear,2020-02-21,1658520,34006,3398,PT17M23S,hd,false,2,2020,Friday,2.05,1,https://www.youtube.com/watch?v=OCto6qSjIXw
192,G4W19PRQh-c,The Stig Celebrates 7 Million Subscribers | Top Gear,2020-02-16,152881,4894,287,PT44S,hd,false,2,2020,Sunday,3.2,0,https://www.youtube.com/watch?v=G4W19PRQh-c
193,tmR7pANQxc0,PREVIEW: Chris Harris on the £72k Renault Megane RS Trophy-R | Top Gear,2020-02-15,212401,3379,719,PT2M32S,hd,false,2,2020,Saturday,1.59,0,https://www.youtube.com/watch?v=tmR7pANQxc0
194,tQa9pRFIO4w,A Closer Look at Freddie Flintoff’s Bungee Car | Top Gear,2020-01-29,90282,954,106,PT4M15S,hd,false,1,2020,Wednesday,1.06,0,https://www.youtube.com/watch?v=tQa9pRFIO4w
195,GDyk-FgtKz0,SPOILER: BUNGEE JUMPING in a CAR off a DAM | Top Gear,2020-01-27,400585,4191,448,PT1M46S,hd,false,1,2020,Monday,1.05,0,https://www.youtube.com/watch?v=GDyk-FgtKz0
196,OZtQcwFhgco,EXCLUSIVE: Chris Harris vs the Ariel Atom 4 | Top Gear: Series 28,2020-01-25,414111,6375,418,PT2M45S,hd,false,1,2020,Saturday,1.54,0,https://www.youtube.com/watch?v=OZtQcwFhgco
197,U_W0o-R2YMo,Top Chuckles of Top Gear Series 27 | Top Gear,2020-01-24,232997,2555,930,PT4M10S,hd,false,1,2020,Friday,1.1,0,https://www.youtube.com/watch?v=U_W0o-R2YMo
198,PVbSXeAz9iA,Fastest Cars of Top Gear Series 27 | Top Gear,2020-01-23,1157378,17523,962,PT11M35S,hd,false,1,2020,Thursday,1.51,1,https://www.youtube.com/watch?v=PVbSXeAz9iA
199,ILxXn6AWqO4,TRAILER: These are the cars of Top Gear Series 28 | Top Gear,2020-01-17,460386,7091,507,PT1M17S,hd,false,1,2020,Friday,1.54,0,https://www.youtube.com/watch?v=ILxXn6AWqO4
